index,pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
717,59,British Columbia,Colombie-Britannique,2020-04-24,1853,0,98.0,1853,29,36.54
718,48,Alberta,Alberta,2020-04-24,4017,0,72.0,4017,297,91.89
719,47,Saskatchewan,Saskatchewan,2020-04-24,341,0,4.0,341,10,29.03
720,46,Manitoba,Manitoba,2020-04-24,252,11,6.0,263,1,19.2
721,35,Ontario,Ontario,2020-04-24,13519,0,763.0,13519,640,92.81
722,24,Quebec,Québec,2020-04-24,22616,0,1340.0,22616,778,266.54
723,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-24,256,0,3.0,256,0,49.09
724,13,New Brunswick,Nouveau-Brunswick,2020-04-24,118,0,0.0,118,0,15.19
725,12,Nova Scotia,Nouvelle-Écosse,2020-04-24,850,0,16.0,850,23,87.5
726,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-24,26,0,0.0,26,0,16.57
727,60,Yukon,Yukon,2020-04-24,11,0,0.0,11,0,26.93
728,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-24,5,0,0.0,5,0,11.15
729,62,Nunavut,Nunavut,2020-04-24,0,0,0.0,0,0,0.0
730,99,Repatriated travellers,Voyageurs rapatriés,2020-04-24,13,0,,13,0,
731,1,Canada,Canada,2020-04-24,43877,11,2302.0,43888,1778,116.76
732,59,British Columbia,Colombie-Britannique,2020-04-25,1948,0,100.0,1948,95,38.41
733,48,Alberta,Alberta,2020-04-25,4233,0,73.0,4233,216,96.84
734,47,Saskatchewan,Saskatchewan,2020-04-25,347,2,4.0,349,8,29.72
735,46,Manitoba,Manitoba,2020-04-25,256,11,6.0,267,4,19.5
736,35,Ontario,Ontario,2020-04-25,13995,0,811.0,13995,476,96.08
737,24,Quebec,Québec,2020-04-25,23267,0,1446.0,23267,651,274.21
738,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-25,257,0,3.0,257,1,49.28
739,13,New Brunswick,Nouveau-Brunswick,2020-04-25,118,0,0.0,118,0,15.19
740,12,Nova Scotia,Nouvelle-Écosse,2020-04-25,865,0,22.0,865,15,89.05
741,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-25,26,0,0.0,26,0,16.57
742,60,Yukon,Yukon,2020-04-25,11,0,0.0,11,0,26.93
743,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-25,5,0,0.0,5,0,11.15
744,62,Nunavut,Nunavut,2020-04-25,0,0,0.0,0,0,0.0
745,99,Repatriated travellers,Voyageurs rapatriés,2020-04-25,13,0,,13,0,
746,1,Canada,Canada,2020-04-25,45341,13,2465.0,45354,1466,120.66
747,59,British Columbia,Colombie-Britannique,2020-04-26,1948,0,100.0,1948,0,38.41
748,48,Alberta,Alberta,2020-04-26,4480,0,73.0,4480,247,102.49
749,47,Saskatchewan,Saskatchewan,2020-04-26,353,0,4.0,353,4,30.06
750,46,Manitoba,Manitoba,2020-04-26,260,11,6.0,271,4,19.79
751,35,Ontario,Ontario,2020-04-26,14432,0,835.0,14432,437,99.08
752,24,Quebec,Québec,2020-04-26,24107,0,1515.0,24107,840,284.11
753,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-26,258,0,3.0,258,1,49.47
754,13,New Brunswick,Nouveau-Brunswick,2020-04-26,118,0,0.0,118,0,15.19
755,12,Nova Scotia,Nouvelle-Écosse,2020-04-26,873,0,24.0,873,8,89.87
756,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-26,26,0,0.0,26,0,16.57
757,60,Yukon,Yukon,2020-04-26,11,0,0.0,11,0,26.93
758,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-26,5,0,0.0,5,0,11.15
759,62,Nunavut,Nunavut,2020-04-26,0,0,0.0,0,0,0.0
760,99,Repatriated travellers,Voyageurs rapatriés,2020-04-26,13,0,,13,0,
761,1,Canada,Canada,2020-04-26,46884,11,2560.0,46895,1541,124.76
762,59,British Columbia,Colombie-Britannique,2020-04-27,1998,0,103.0,1998,50,39.4
763,48,Alberta,Alberta,2020-04-27,4696,0,75.0,4696,216,107.43
764,47,Saskatchewan,Saskatchewan,2020-04-27,365,0,5.0,365,12,31.08
765,46,Manitoba,Manitoba,2020-04-27,261,11,6.0,272,1,19.86
766,35,Ontario,Ontario,2020-04-27,14856,0,892.0,14856,424,101.99
767,24,Quebec,Québec,2020-04-27,24982,0,1599.0,24982,875,294.43
768,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-27,258,0,3.0,258,0,49.47
769,13,New Brunswick,Nouveau-Brunswick,2020-04-27,118,0,0.0,118,0,15.19
770,12,Nova Scotia,Nouvelle-Écosse,2020-04-27,900,0,24.0,900,27,92.65
771,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-27,26,0,0.0,26,0,16.57
772,60,Yukon,Yukon,2020-04-27,11,0,0.0,11,0,26.93
773,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-27,5,0,0.0,5,0,11.15
774,62,Nunavut,Nunavut,2020-04-27,0,0,0.0,0,0,0.0
775,99,Repatriated travellers,Voyageurs rapatriés,2020-04-27,13,0,,13,0,
776,1,Canada,Canada,2020-04-27,48489,11,2707.0,48500,1605,129.03
777,59,British Columbia,Colombie-Britannique,2020-04-28,2053,0,105.0,2053,55,40.48
778,48,Alberta,Alberta,2020-04-28,4850,0,80.0,4850,154,110.95
779,47,Saskatchewan,Saskatchewan,2020-04-28,366,0,5.0,366,1,31.16
780,46,Manitoba,Manitoba,2020-04-28,261,11,6.0,272,0,19.86
781,35,Ontario,Ontario,2020-04-28,15381,0,951.0,15381,525,105.59
782,24,Quebec,Québec,2020-04-28,25757,0,1682.0,25757,775,303.56
783,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-28,258,0,3.0,258,0,49.47
784,13,New Brunswick,Nouveau-Brunswick,2020-04-28,118,0,0.0,118,0,15.19
785,12,Nova Scotia,Nouvelle-Écosse,2020-04-28,915,0,27.0,915,15,94.19
786,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-28,27,0,0.0,27,1,17.2
787,60,Yukon,Yukon,2020-04-28,11,0,0.0,11,0,26.93
788,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-28,5,0,0.0,5,0,11.15
789,62,Nunavut,Nunavut,2020-04-28,0,0,0.0,0,0,0.0
790,99,Repatriated travellers,Voyageurs rapatriés,2020-04-28,13,0,,13,0,
791,1,Canada,Canada,2020-04-28,50015,11,2859.0,50026,1526,133.09
792,59,British Columbia,Colombie-Britannique,2020-04-29,2087,0,109.0,2087,34,41.15
793,48,Alberta,Alberta,2020-04-29,5165,0,87.0,5165,315,118.16
794,47,Saskatchewan,Saskatchewan,2020-04-29,383,0,6.0,383,17,32.61
795,46,Manitoba,Manitoba,2020-04-29,263,10,6.0,273,1,19.93
796,35,Ontario,Ontario,2020-04-29,15728,0,996.0,15728,347,107.97
797,24,Quebec,Québec,2020-04-29,26594,0,1761.0,26594,837,313.42
798,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-29,258,0,3.0,258,0,49.47
799,13,New Brunswick,Nouveau-Brunswick,2020-04-29,118,0,0.0,118,0,15.19
800,12,Nova Scotia,Nouvelle-Écosse,2020-04-29,935,0,28.0,935,20,96.25
801,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-29,27,0,0.0,27,0,17.2
802,60,Yukon,Yukon,2020-04-29,11,0,0.0,11,0,26.93
803,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-29,5,0,0.0,5,0,11.15
804,62,Nunavut,Nunavut,2020-04-29,0,0,0.0,0,0,0.0
805,99,Repatriated travellers,Voyageurs rapatriés,2020-04-29,13,0,,13,0,
806,1,Canada,Canada,2020-04-29,51587,10,2996.0,51597,1571,137.27
807,59,British Columbia,Colombie-Britannique,2020-04-30,2112,0,111.0,2112,25,41.65
808,48,Alberta,Alberta,2020-04-30,5355,0,89.0,5355,190,122.5
809,47,Saskatchewan,Saskatchewan,2020-04-30,389,0,6.0,389,6,33.12
810,46,Manitoba,Manitoba,2020-04-30,264,11,6.0,275,2,20.08
811,35,Ontario,Ontario,2020-04-30,16187,0,1082.0,16187,459,111.12
812,24,Quebec,Québec,2020-04-30,27538,0,1859.0,27538,944,324.55
813,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-30,258,0,3.0,258,0,49.47
814,13,New Brunswick,Nouveau-Brunswick,2020-04-30,118,0,0.0,118,0,15.19
815,12,Nova Scotia,Nouvelle-Écosse,2020-04-30,947,0,28.0,947,12,97.49
816,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-30,27,0,0.0,27,0,17.2
817,60,Yukon,Yukon,2020-04-30,11,0,0.0,11,0,26.93
818,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-30,5,0,0.0,5,0,11.15
819,62,Nunavut,Nunavut,2020-04-30,0,0,0.0,0,0,0.0
820,99,Repatriated travellers,Voyageurs rapatriés,2020-04-30,13,0,,13,0,
821,1,Canada,Canada,2020-04-30,53225,11,3184.0,53236,1639,141.63
822,59,British Columbia,Colombie-Britannique,2020-05-01,2145,0,112.0,2145,33,42.3
823,48,Alberta,Alberta,2020-05-01,5573,0,92.0,5573,218,127.49
824,47,Saskatchewan,Saskatchewan,2020-05-01,415,0,6.0,415,26,35.34
825,46,Manitoba,Manitoba,2020-05-01,268,11,6.0,279,4,20.37
826,35,Ontario,Ontario,2020-05-01,16608,0,1121.0,16608,421,114.01
827,24,Quebec,Québec,2020-05-01,28648,0,2022.0,28648,1110,337.63
828,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-01,259,0,3.0,259,1,49.66
829,13,New Brunswick,Nouveau-Brunswick,2020-05-01,118,0,0.0,118,0,15.19
830,12,Nova Scotia,Nouvelle-Écosse,2020-05-01,959,0,29.0,959,12,98.72
831,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-01,27,0,0.0,27,0,17.2
832,60,Yukon,Yukon,2020-05-01,11,0,0.0,11,0,26.93
833,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-01,5,0,0.0,5,0,11.15
834,62,Nunavut,Nunavut,2020-05-01,0,0,0.0,0,0,0.0
835,99,Repatriated travellers,Voyageurs rapatriés,2020-05-01,13,0,,13,0,
836,1,Canada,Canada,2020-05-01,55050,11,3391.0,55061,1825,146.48
837,59,British Columbia,Colombie-Britannique,2020-05-02,2171,0,114.0,2171,26,42.81
838,48,Alberta,Alberta,2020-05-02,5670,0,94.0,5670,97,129.71
839,47,Saskatchewan,Saskatchewan,2020-05-02,421,0,6.0,421,6,35.85
840,46,Manitoba,Manitoba,2020-05-02,269,11,6.0,280,1,20.45
841,35,Ontario,Ontario,2020-05-02,17119,0,1176.0,17119,511,117.52
842,24,Quebec,Québec,2020-05-02,29656,0,2136.0,29656,1008,349.51
843,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-02,259,0,3.0,259,0,49.66
844,13,New Brunswick,Nouveau-Brunswick,2020-05-02,118,0,0.0,118,0,15.19
845,12,Nova Scotia,Nouvelle-Écosse,2020-05-02,963,0,31.0,963,4,99.14
846,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-02,27,0,0.0,27,0,17.2
847,60,Yukon,Yukon,2020-05-02,11,0,0.0,11,0,26.93
848,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-02,5,0,0.0,5,0,11.15
849,62,Nunavut,Nunavut,2020-05-02,0,0,0.0,0,0,0.0
850,99,Repatriated travellers,Voyageurs rapatriés,2020-05-02,13,0,,13,0,
851,1,Canada,Canada,2020-05-02,56703,11,3566.0,56714,1653,150.88
852,59,British Columbia,Colombie-Britannique,2020-05-03,2171,0,114.0,2171,0,42.81
853,48,Alberta,Alberta,2020-05-03,5766,0,95.0,5766,96,131.91
854,47,Saskatchewan,Saskatchewan,2020-05-03,433,0,6.0,433,12,36.87
855,46,Manitoba,Manitoba,2020-05-03,270,11,6.0,281,1,20.52
856,35,Ontario,Ontario,2020-05-03,17553,0,1216.0,17553,434,120.5
857,24,Quebec,Québec,2020-05-03,31865,0,2205.0,31865,2209,375.55
858,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-03,259,0,3.0,259,0,49.66
859,13,New Brunswick,Nouveau-Brunswick,2020-05-03,118,0,0.0,118,0,15.19
860,12,Nova Scotia,Nouvelle-Écosse,2020-05-03,971,0,37.0,971,8,99.96
861,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-03,27,0,0.0,27,0,17.2
862,60,Yukon,Yukon,2020-05-03,11,0,0.0,11,0,26.93
863,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-03,5,0,0.0,5,0,11.15
864,62,Nunavut,Nunavut,2020-05-03,0,0,0.0,0,0,0.0
865,99,Repatriated travellers,Voyageurs rapatriés,2020-05-03,13,0,0.0,13,0,
866,1,Canada,Canada,2020-05-03,59463,11,3682.0,59474,2760,158.22
867,59,British Columbia,Colombie-Britannique,2020-05-04,2224,0,117.0,2224,53,43.85
868,48,Alberta,Alberta,2020-05-04,5836,0,104.0,5836,70,133.51
869,47,Saskatchewan,Saskatchewan,2020-05-04,467,0,6.0,467,34,39.76
870,46,Manitoba,Manitoba,2020-05-04,270,11,6.0,281,0,20.52
871,35,Ontario,Ontario,2020-05-04,17923,0,1300.0,17923,370,123.04
872,24,Quebec,Québec,2020-05-04,32623,0,2280.0,32623,758,384.48
873,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-04,259,0,3.0,259,0,49.66
874,13,New Brunswick,Nouveau-Brunswick,2020-05-04,118,0,0.0,118,0,15.19
875,12,Nova Scotia,Nouvelle-Écosse,2020-05-04,985,0,38.0,985,14,101.4
876,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-04,27,0,0.0,27,0,17.2
877,60,Yukon,Yukon,2020-05-04,11,0,0.0,11,0,26.93
878,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-04,5,0,0.0,5,0,11.15
879,62,Nunavut,Nunavut,2020-05-04,0,0,0.0,0,0,0.0
880,99,Repatriated travellers,Voyageurs rapatriés,2020-05-04,13,0,,13,0,
881,1,Canada,Canada,2020-05-04,60761,11,3854.0,60772,1298,161.67
882,59,British Columbia,Colombie-Britannique,2020-05-05,2232,0,121.0,2232,8,44.01
883,48,Alberta,Alberta,2020-05-05,5893,0,106.0,5893,57,134.81
884,47,Saskatchewan,Saskatchewan,2020-05-05,487,0,6.0,487,20,41.47
885,46,Manitoba,Manitoba,2020-05-05,271,11,7.0,282,1,20.59
886,35,Ontario,Ontario,2020-05-05,18310,0,1361.0,18310,387,125.7
887,24,Quebec,Québec,2020-05-05,33417,0,2398.0,33417,794,393.84
888,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-05,259,0,3.0,259,0,49.66
889,13,New Brunswick,Nouveau-Brunswick,2020-05-05,119,0,0.0,119,1,15.32
890,12,Nova Scotia,Nouvelle-Écosse,2020-05-05,991,0,41.0,991,6,102.02
891,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-05,27,0,0.0,27,0,17.2
892,60,Yukon,Yukon,2020-05-05,11,0,0.0,11,0,26.93
893,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-05,5,0,0.0,5,0,11.15
894,62,Nunavut,Nunavut,2020-05-05,0,0,0.0,0,0,0.0
895,99,Repatriated travellers,Voyageurs rapatriés,2020-05-05,13,0,,13,0,
896,1,Canada,Canada,2020-05-05,62035,11,4043.0,62046,1274,165.06
897,59,British Columbia,Colombie-Britannique,2020-05-06,2255,0,124.0,2255,23,44.47
898,48,Alberta,Alberta,2020-05-06,5963,0,112.0,5963,70,136.41
899,47,Saskatchewan,Saskatchewan,2020-05-06,512,0,6.0,512,25,43.59
900,46,Manitoba,Manitoba,2020-05-06,273,11,7.0,284,2,20.74
901,35,Ontario,Ontario,2020-05-06,18722,0,1429.0,18722,412,128.53
902,24,Quebec,Québec,2020-05-06,34327,0,2510.0,34327,910,404.56
903,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-06,259,0,3.0,259,0,49.66
904,13,New Brunswick,Nouveau-Brunswick,2020-05-06,120,0,0.0,120,1,15.45
905,12,Nova Scotia,Nouvelle-Écosse,2020-05-06,998,0,41.0,998,7,102.74
906,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-06,27,0,0.0,27,0,17.2
907,60,Yukon,Yukon,2020-05-06,11,0,0.0,11,0,26.93
908,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-06,5,0,0.0,5,0,11.15
909,62,Nunavut,Nunavut,2020-05-06,0,0,0.0,0,0,0.0
910,99,Repatriated travellers,Voyageurs rapatriés,2020-05-06,13,0,,13,0,
911,1,Canada,Canada,2020-05-06,63485,11,4232.0,63496,1450,168.92
912,59,British Columbia,Colombie-Britannique,2020-05-07,2288,0,126.0,2288,33,45.12
913,48,Alberta,Alberta,2020-05-07,6017,0,114.0,6017,54,137.65
914,47,Saskatchewan,Saskatchewan,2020-05-07,531,0,6.0,531,19,45.21
915,46,Manitoba,Manitoba,2020-05-07,272,11,7.0,283,-1,20.67
916,35,Ontario,Ontario,2020-05-07,19121,0,1477.0,19121,399,131.27
917,24,Quebec,Québec,2020-05-07,35238,0,2631.0,35238,911,415.3
918,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-07,261,0,3.0,261,2,50.04
919,13,New Brunswick,Nouveau-Brunswick,2020-05-07,120,0,0.0,120,0,15.45
920,12,Nova Scotia,Nouvelle-Écosse,2020-05-07,1007,0,44.0,1007,9,103.67
921,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-07,27,0,0.0,27,0,17.2
922,60,Yukon,Yukon,2020-05-07,11,0,0.0,11,0,26.93
923,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-07,5,0,0.0,5,0,11.15
924,62,Nunavut,Nunavut,2020-05-07,0,0,0.0,0,0,0.0
925,99,Repatriated travellers,Voyageurs rapatriés,2020-05-07,13,0,,13,0,
926,1,Canada,Canada,2020-05-07,64911,11,4408.0,64922,1426,172.71
927,59,British Columbia,Colombie-Britannique,2020-05-08,2315,0,127.0,2315,27,45.65
928,48,Alberta,Alberta,2020-05-08,6098,0,115.0,6098,81,139.5
929,47,Saskatchewan,Saskatchewan,2020-05-08,544,0,6.0,544,13,46.32
930,46,Manitoba,Manitoba,2020-05-08,273,11,7.0,284,1,20.74
931,35,Ontario,Ontario,2020-05-08,19598,0,1540.0,19598,477,134.54
932,24,Quebec,Québec,2020-05-08,36150,0,2725.0,36150,912,426.05
933,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-08,261,0,3.0,261,0,50.04
934,13,New Brunswick,Nouveau-Brunswick,2020-05-08,120,0,0.0,120,0,15.45
935,12,Nova Scotia,Nouvelle-Écosse,2020-05-08,1008,0,46.0,1008,1,103.77
936,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-08,27,0,0.0,27,0,17.2
937,60,Yukon,Yukon,2020-05-08,11,0,0.0,11,0,26.93
938,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-08,5,0,0.0,5,0,11.15
939,62,Nunavut,Nunavut,2020-05-08,0,0,0.0,0,0,0.0
940,99,Repatriated travellers,Voyageurs rapatriés,2020-05-08,13,0,,13,0,
941,1,Canada,Canada,2020-05-08,66423,11,4569.0,66434,1512,176.74
942,59,British Columbia,Colombie-Britannique,2020-05-09,2330,0,129.0,2330,15,45.94
943,48,Alberta,Alberta,2020-05-09,6157,0,116.0,6157,59,140.85
944,47,Saskatchewan,Saskatchewan,2020-05-09,553,0,6.0,553,9,47.09
945,46,Manitoba,Manitoba,2020-05-09,273,11,7.0,284,0,20.74
946,35,Ontario,Ontario,2020-05-09,19944,0,1599.0,19944,346,136.92
947,24,Quebec,Québec,2020-05-09,36986,0,2786.0,36986,836,435.9
948,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-09,261,0,3.0,261,0,50.04
949,13,New Brunswick,Nouveau-Brunswick,2020-05-09,120,0,0.0,120,0,15.45
950,12,Nova Scotia,Nouvelle-Écosse,2020-05-09,1011,0,47.0,1011,3,104.08
951,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-09,27,0,0.0,27,0,17.2
952,60,Yukon,Yukon,2020-05-09,11,0,0.0,11,0,26.93
953,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-09,5,0,0.0,5,0,11.15
954,62,Nunavut,Nunavut,2020-05-09,0,0,0.0,0,0,0.0
955,99,Repatriated travellers,Voyageurs rapatriés,2020-05-09,13,0,,13,0,
956,1,Canada,Canada,2020-05-09,67691,11,4693.0,67702,1268,180.11
957,59,British Columbia,Colombie-Britannique,2020-05-10,2330,0,129.0,2330,0,45.94
958,48,Alberta,Alberta,2020-05-10,6253,0,117.0,6253,96,143.05
959,47,Saskatchewan,Saskatchewan,2020-05-10,564,0,6.0,564,11,48.02
960,46,Manitoba,Manitoba,2020-05-10,276,11,7.0,287,3,20.96
961,35,Ontario,Ontario,2020-05-10,20238,0,1634.0,20238,294,138.93
962,24,Quebec,Québec,2020-05-10,37721,0,2928.0,37721,735,444.56
963,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-10,261,0,3.0,261,0,50.04
964,13,New Brunswick,Nouveau-Brunswick,2020-05-10,120,0,0.0,120,0,15.45
965,12,Nova Scotia,Nouvelle-Écosse,2020-05-10,1018,0,47.0,1018,7,104.8
966,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-10,27,0,0.0,27,0,17.2
967,60,Yukon,Yukon,2020-05-10,11,0,0.0,11,0,26.93
968,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-10,5,0,0.0,5,0,11.15
969,62,Nunavut,Nunavut,2020-05-10,0,0,0.0,0,0,0.0
970,99,Repatriated travellers,Voyageurs rapatriés,2020-05-10,13,0,,13,0,
971,1,Canada,Canada,2020-05-10,68837,11,4871.0,68848,1146,183.16
972,59,British Columbia,Colombie-Britannique,2020-05-11,2353,0,130.0,2353,23,46.4
973,48,Alberta,Alberta,2020-05-11,6300,0,117.0,6300,47,144.12
974,47,Saskatchewan,Saskatchewan,2020-05-11,568,0,6.0,568,4,48.36
975,46,Manitoba,Manitoba,2020-05-11,278,11,7.0,289,2,21.1
976,35,Ontario,Ontario,2020-05-11,20546,0,1669.0,20546,308,141.05
977,24,Quebec,Québec,2020-05-11,38469,0,3013.0,38469,748,453.38
978,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-11,261,0,3.0,261,0,50.04
979,13,New Brunswick,Nouveau-Brunswick,2020-05-11,120,0,0.0,120,0,15.45
980,12,Nova Scotia,Nouvelle-Écosse,2020-05-11,1019,0,48.0,1019,1,104.9
981,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-11,27,0,0.0,27,0,17.2
982,60,Yukon,Yukon,2020-05-11,11,0,0.0,11,0,26.93
983,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-11,5,0,0.0,5,0,11.15
984,62,Nunavut,Nunavut,2020-05-11,0,0,0.0,0,0,0.0
985,99,Repatriated travellers,Voyageurs rapatriés,2020-05-11,13,0,,13,0,
986,1,Canada,Canada,2020-05-11,69970,11,4993.0,69981,1133,186.17
987,59,British Columbia,Colombie-Britannique,2020-05-12,2360,0,131.0,2360,7,46.54
988,48,Alberta,Alberta,2020-05-12,6345,0,118.0,6345,45,145.15
989,47,Saskatchewan,Saskatchewan,2020-05-12,573,0,6.0,573,5,48.79
990,46,Manitoba,Manitoba,2020-05-12,279,11,7.0,290,1,21.18
991,35,Ontario,Ontario,2020-05-12,20907,0,1725.0,20907,361,143.53
992,24,Quebec,Québec,2020-05-12,39225,0,3131.0,39225,756,462.29
993,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-12,261,0,3.0,261,0,50.04
994,13,New Brunswick,Nouveau-Brunswick,2020-05-12,120,0,0.0,120,0,15.45
995,12,Nova Scotia,Nouvelle-Écosse,2020-05-12,1020,0,48.0,1020,1,105.0
996,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-12,27,0,0.0,27,0,17.2
997,60,Yukon,Yukon,2020-05-12,11,0,0.0,11,0,26.93
998,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-12,5,0,0.0,5,0,11.15
999,62,Nunavut,Nunavut,2020-05-12,0,0,0.0,0,0,0.0
1000,99,Repatriated travellers,Voyageurs rapatriés,2020-05-12,13,0,,13,0,
1001,1,Canada,Canada,2020-05-12,71146,11,5169.0,71157,1176,189.3
1002,59,British Columbia,Colombie-Britannique,2020-05-13,2376,0,132.0,2376,16,46.85
1003,48,Alberta,Alberta,2020-05-13,6407,0,120.0,6407,62,146.57
1004,47,Saskatchewan,Saskatchewan,2020-05-13,577,0,6.0,577,4,49.13
1005,46,Manitoba,Manitoba,2020-05-13,279,11,7.0,290,0,21.18
1006,35,Ontario,Ontario,2020-05-13,21236,0,1765.0,21236,329,145.79
1007,24,Quebec,Québec,2020-05-13,39931,0,3220.0,39931,706,470.61
1008,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-13,261,0,3.0,261,0,50.04
1009,13,New Brunswick,Nouveau-Brunswick,2020-05-13,120,0,0.0,120,0,15.45
1010,12,Nova Scotia,Nouvelle-Écosse,2020-05-13,1024,0,51.0,1024,4,105.42
1011,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-13,27,0,0.0,27,0,17.2
1012,60,Yukon,Yukon,2020-05-13,11,0,0.0,11,0,26.93
1013,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-13,5,0,0.0,5,0,11.15
1014,62,Nunavut,Nunavut,2020-05-13,0,0,0.0,0,0,0.0
1015,99,Repatriated travellers,Voyageurs rapatriés,2020-05-13,13,0,,13,0,
1016,1,Canada,Canada,2020-05-13,72267,11,5304.0,72278,1121,192.28
1017,59,British Columbia,Colombie-Britannique,2020-05-14,2392,0,135.0,2392,16,47.17
1018,48,Alberta,Alberta,2020-05-14,6457,0,121.0,6457,50,147.71
1019,47,Saskatchewan,Saskatchewan,2020-05-14,582,0,6.0,582,5,49.55
1020,46,Manitoba,Manitoba,2020-05-14,278,11,7.0,289,-1,21.1
1021,35,Ontario,Ontario,2020-05-14,21581,0,1798.0,21581,345,148.15
1022,24,Quebec,Québec,2020-05-14,40724,0,3351.0,40724,793,479.95
1023,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-14,261,0,3.0,261,0,50.04
1024,13,New Brunswick,Nouveau-Brunswick,2020-05-14,120,0,0.0,120,0,15.45
1025,12,Nova Scotia,Nouvelle-Écosse,2020-05-14,1026,0,51.0,1026,2,105.62
1026,11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-14,27,0,0.0,27,0,17.2
1027,60,Yukon,Yukon,2020-05-14,11,0,0.0,11,0,26.93
1028,61,Northwest Territories,Territoires du Nord-Ouest,2020-05-14,5,0,0.0,5,0,11.15
1029,62,Nunavut,Nunavut,2020-05-14,0,0,0.0,0,0,0.0
1030,99,Repatriated travellers,Voyageurs rapatriés,2020-05-14,13,0,,13,0,
1031,1,Canada,Canada,2020-05-14,73477,11,5472.0,73488,1210,195.5
1032,59,British Columbia,Colombie-Britannique,2020-05-15,2407,0,140.0,2407,15,47.46
1033,48,Alberta,Alberta,2020-05-15,6515,0,125.0,6515,58,149.04
1034,47,Saskatchewan,Saskatchewan,2020-05-15,590,0,6.0,590,8,50.24
1035,46,Manitoba,Manitoba,2020-05-15,278,11,7.0,289,0,21.1
1036,35,Ontario,Ontario,2020-05-15,21922,0,1825.0,21922,341,150.5
1037,24,Quebec,Québec,2020-05-15,41420,0,3401.0,41420,696,488.16
